date,open,high,low,close,adjusted_close,volume,currency,source
2023-02-07,52.681825,53.081825,52.481825,52.781825,52.781825,1002600,USD,generated deterministic fixture
2023-02-08,52.694257,53.094257,52.494257,52.794257,52.794257,1002700,USD,generated deterministic fixture
2023-02-09,52.701451,53.101451,52.501451,52.801451,52.801451,1002800,USD,generated deterministic fixture
2023-02-10,52.704008,53.104008,52.504008,52.804008,52.804008,1002900,USD,generated deterministic fixture
2023-02-13,52.702567,53.102567,52.502567,52.802567,52.802567,1003000,USD,generated deterministic fixture
2023-02-14,52.697802,53.097802,52.497802,52.797802,52.797802,1003100,USD,generated deterministic fixture
2023-02-15,52.690413,53.090413,52.490413,52.790413,52.790413,1003200,USD,generated deterministic fixture
2023-02-16,52.681120,53.081120,52.481120,52.781120,52.781120,1003300,USD,generated deterministic fixture
2023-02-17,52.670662,53.070662,52.470662,52.770662,52.770662,1003400,USD,generated deterministic fixture
2023-02-20,52.659785,53.059785,52.459785,52.759785,52.759785,1003500,USD,generated deterministic fixture
2023-02-21,52.649241,53.049241,52.449241,52.749241,52.749241,1003600,USD,generated deterministic fixture
2023-02-22,52.639776,53.039776,52.439776,52.739776,52.739776,1003700,USD,generated deterministic fixture
2023-02-23,52.632131,53.032131,52.432131,52.732131,52.732131,1003800,USD,generated deterministic fixture
2023-02-24,52.627028,53.027028,52.427028,52.727028,52.727028,1003900,USD,generated deterministic fixture
2023-02-27,52.625170,53.025170,52.425170,52.725170,52.725170,1004000,USD,generated deterministic fixture
2023-02-28,52.627234,53.027234,52.427234,52.727234,52.727234,1004100,USD,generated deterministic fixture
2023-03-01,52.633863,53.033863,52.433863,52.733863,52.733863,1004200,USD,generated deterministic fixture
2023-03-02,52.645663,53.045663,52.445663,52.745663,52.745663,1004300,USD,generated deterministic fixture
2023-03-03,52.663198,53.063198,52.463198,52.763198,52.763198,1004400,USD,generated deterministic fixture
2023-03-06,52.686982,53.086982,52.486982,52.786982,52.786982,1004500,USD,generated deterministic fixture
2023-03-07,52.717482,53.117482,52.517482,52.817482,52.817482,1004600,USD,generated deterministic fixture
2023-03-08,52.755104,53.155104,52.555104,52.855104,52.855104,1004700,USD,generated deterministic fixture
2023-03-09,52.800200,53.200200,52.600200,52.900200,52.900200,1004800,USD,generated deterministic fixture
2023-03-10,52.853058,53.253058,52.653058,52.953058,52.953058,1004900,USD,generated deterministic fixture
2023-03-13,52.913901,53.313901,52.713901,53.013901,53.013901,1005000,USD,generated deterministic fixture
2023-03-14,52.982889,53.382889,52.782889,53.082889,53.082889,1005100,USD,generated deterministic fixture
2023-03-15,53.060111,53.460111,52.860111,53.160111,53.160111,1005200,USD,generated deterministic fixture
2023-03-16,53.145591,53.545591,52.945591,53.245591,53.245591,1005300,USD,generated deterministic fixture
2023-03-17,53.239284,53.639284,53.039284,53.339284,53.339284,1005400,USD,generated deterministic fixture
2023-03-20,53.341076,53.741076,53.141076,53.441076,53.441076,1005500,USD,generated deterministic fixture
2023-03-21,53.450787,53.850787,53.250787,53.550787,53.550787,1005600,USD,generated deterministic fixture
2023-03-22,53.568173,53.968173,53.368173,53.668173,53.668173,1005700,USD,generated deterministic fixture
2023-03-23,53.692925,54.092925,53.492925,53.792925,53.792925,1005800,USD,generated deterministic fixture
2023-03-24,53.824672,54.224672,53.624672,53.924672,53.924672,1005900,USD,generated deterministic fixture
2023-03-27,53.962987,54.362987,53.762987,54.062987,54.062987,1006000,USD,generated deterministic fixture
2023-03-28,54.107390,54.507390,53.907390,54.207390,54.207390,1006100,USD,generated deterministic fixture
2023-03-29,54.257347,54.657347,54.057347,54.357347,54.357347,1006200,USD,generated deterministic fixture
2023-03-30,54.412281,54.812281,54.212281,54.512281,54.512281,1006300,USD,generated deterministic fixture
2023-03-31,54.571574,54.971574,54.371574,54.671574,54.671574,1006400,USD,generated deterministic fixture
2023-04-03,54.734570,55.134570,54.534570,54.834570,54.834570,1006500,USD,generated deterministic fixture
2023-04-04,54.900585,55.300585,54.700585,55.000585,55.000585,1006600,USD,generated deterministic fixture
2023-04-05,55.068906,55.468906,54.868906,55.168906,55.168906,1006700,USD,generated deterministic fixture
2023-04-06,55.238806,55.638806,55.038806,55.338806,55.338806,1006800,USD,generated deterministic fixture
2023-04-07,55.409542,55.809542,55.209542,55.509542,55.509542,1006900,USD,generated deterministic fixture
2023-04-10,55.580364,55.980364,55.380364,55.680364,55.680364,1007000,USD,generated deterministic fixture
2023-04-11,55.750523,56.150523,55.550523,55.850523,55.850523,1007100,USD,generated deterministic fixture
2023-04-12,55.919273,56.319273,55.719273,56.019273,56.019273,1007200,USD,generated deterministic fixture
2023-04-13,56.085882,56.485882,55.885882,56.185882,56.185882,1007300,USD,generated deterministic fixture
2023-04-14,56.249634,56.649634,56.049634,56.349634,56.349634,1007400,USD,generated deterministic fixture
2023-04-17,56.409838,56.809838,56.209838,56.509838,56.509838,1007500,USD,generated deterministic fixture
2023-04-18,56.565831,56.965831,56.365831,56.665831,56.665831,1007600,USD,generated deterministic fixture
2023-04-19,56.716987,57.116987,56.516987,56.816987,56.816987,1007700,USD,generated deterministic fixture
2023-04-20,56.862716,57.262716,56.662716,56.962716,56.962716,1007800,USD,generated deterministic fixture
2023-04-21,57.002476,57.402476,56.802476,57.102476,57.102476,1007900,USD,generated deterministic fixture
2023-04-24,57.135775,57.535775,56.935775,57.235775,57.235775,1008000,USD,generated deterministic fixture
2023-04-25,57.262170,57.662170,57.062170,57.362170,57.362170,1008100,USD,generated deterministic fixture
2023-04-26,57.381280,57.781280,57.181280,57.481280,57.481280,1008200,USD,generated deterministic fixture
2023-04-27,57.492782,57.892782,57.292782,57.592782,57.592782,1008300,USD,generated deterministic fixture
2023-04-28,57.596415,57.996415,57.396415,57.696415,57.696415,1008400,USD,generated deterministic fixture
2023-05-01,57.691983,58.091983,57.491983,57.791983,57.791983,1008500,USD,generated deterministic fixture
2023-05-02,57.779359,58.179359,57.579359,57.879359,57.879359,1008600,USD,generated deterministic fixture
2023-05-03,57.858482,58.258482,57.658482,57.958482,57.958482,1008700,USD,generated deterministic fixture
2023-05-04,57.929358,58.329358,57.729358,58.029358,58.029358,1008800,USD,generated deterministic fixture
2023-05-05,57.992064,58.392064,57.792064,58.092064,58.092064,1008900,USD,generated deterministic fixture
2023-05-08,58.046741,58.446741,57.846741,58.146741,58.146741,1009000,USD,generated deterministic fixture
2023-05-09,58.093600,58.493600,57.893600,58.193600,58.193600,1009100,USD,generated deterministic fixture
2023-05-10,58.132913,58.532913,57.932913,58.232913,58.232913,1009200,USD,generated deterministic fixture
2023-05-11,58.165017,58.565017,57.965017,58.265017,58.265017,1009300,USD,generated deterministic fixture
2023-05-12,58.190308,58.590308,57.990308,58.290308,58.290308,1009400,USD,generated deterministic fixture
2023-05-15,58.209236,58.609236,58.009236,58.309236,58.309236,1009500,USD,generated deterministic fixture
2023-05-16,58.222308,58.622308,58.022308,58.322308,58.322308,1009600,USD,generated deterministic fixture
2023-05-17,58.230074,58.630074,58.030074,58.330074,58.330074,1009700,USD,generated deterministic fixture
2023-05-18,58.233133,58.633133,58.033133,58.333133,58.333133,1009800,USD,generated deterministic fixture
2023-05-19,58.232118,58.632118,58.032118,58.332118,58.332118,1009900,USD,generated deterministic fixture
2023-05-22,58.227701,58.627701,58.027701,58.327701,58.327701,1010000,USD,generated deterministic fixture
2023-05-23,58.220577,58.620577,58.020577,58.320577,58.320577,1010100,USD,generated deterministic fixture
2023-05-24,58.211465,58.611465,58.011465,58.311465,58.311465,1010200,USD,generated deterministic fixture
2023-05-25,58.201104,58.601104,58.001104,58.301104,58.301104,1010300,USD,generated deterministic fixture
2023-05-26,58.190237,58.590237,57.990237,58.290237,58.290237,1010400,USD,generated deterministic fixture
2023-05-29,58.179616,58.579616,57.979616,58.279616,58.279616,1010500,USD,generated deterministic fixture
2023-05-30,58.169990,58.569990,57.969990,58.269990,58.269990,1010600,USD,generated deterministic fixture
2023-05-31,58.162097,58.562097,57.962097,58.262097,58.262097,1010700,USD,generated deterministic fixture
2023-06-01,58.156666,58.556666,57.956666,58.256666,58.256666,1010800,USD,generated deterministic fixture
2023-06-02,58.154400,58.554400,57.954400,58.254400,58.254400,1010900,USD,generated deterministic fixture
2023-06-05,58.155979,58.555979,57.955979,58.255979,58.255979,1011000,USD,generated deterministic fixture
2023-06-06,58.162051,58.562051,57.962051,58.262051,58.262051,1011100,USD,generated deterministic fixture
2023-06-07,58.173227,58.573227,57.973227,58.273227,58.273227,1011200,USD,generated deterministic fixture
2023-06-08,58.190075,58.590075,57.990075,58.290075,58.290075,1011300,USD,generated deterministic fixture
2023-06-09,58.213116,58.613116,58.013116,58.313116,58.313116,1011400,USD,generated deterministic fixture
2023-06-12,58.242821,58.642821,58.042821,58.342821,58.342821,1011500,USD,generated deterministic fixture
2023-06-13,58.279605,58.679605,58.079605,58.379605,58.379605,1011600,USD,generated deterministic fixture
2023-06-14,58.323825,58.723825,58.123825,58.423825,58.423825,1011700,USD,generated deterministic fixture
2023-06-15,58.375777,58.775777,58.175777,58.475777,58.475777,1011800,USD,generated deterministic fixture
2023-06-16,58.435693,58.835693,58.235693,58.535693,58.535693,1011900,USD,generated deterministic fixture
2023-06-19,58.503737,58.903737,58.303737,58.603737,58.603737,1012000,USD,generated deterministic fixture
2023-06-20,58.580010,58.980010,58.380010,58.680010,58.680010,1012100,USD,generated deterministic fixture
2023-06-21,58.664541,59.064541,58.464541,58.764541,58.764541,1012200,USD,generated deterministic fixture
2023-06-22,58.757293,59.157293,58.557293,58.857293,58.857293,1012300,USD,generated deterministic fixture
2023-06-23,58.858162,59.258162,58.658162,58.958162,58.958162,1012400,USD,generated deterministic fixture
2023-06-26,58.966974,59.366974,58.766974,59.066974,59.066974,1012500,USD,generated deterministic fixture
2023-06-27,59.083491,59.483491,58.883491,59.183491,59.183491,1012600,USD,generated deterministic fixture
2023-06-28,59.207413,59.607413,59.007413,59.307413,59.307413,1012700,USD,generated deterministic fixture
2023-06-29,59.338376,59.738376,59.138376,59.438376,59.438376,1012800,USD,generated deterministic fixture
2023-06-30,59.475959,59.875959,59.275959,59.575959,59.575959,1012900,USD,generated deterministic fixture
2023-07-03,59.619688,60.019688,59.419688,59.719688,59.719688,1013000,USD,generated deterministic fixture
2023-07-04,59.769034,60.169034,59.569034,59.869034,59.869034,1013100,USD,generated deterministic fixture
2023-07-05,59.923427,60.323427,59.723427,60.023427,60.023427,1013200,USD,generated deterministic fixture
2023-07-06,60.082251,60.482251,59.882251,60.182251,60.182251,1013300,USD,generated deterministic fixture
2023-07-07,60.244856,60.644856,60.044856,60.344856,60.344856,1013400,USD,generated deterministic fixture
2023-07-10,60.410558,60.810558,60.210558,60.510558,60.510558,1013500,USD,generated deterministic fixture
2023-07-11,60.578652,60.978652,60.378652,60.678652,60.678652,1013600,USD,generated deterministic fixture
2023-07-12,60.748408,61.148408,60.548408,60.848408,60.848408,1013700,USD,generated deterministic fixture
2023-07-13,60.919085,61.319085,60.719085,61.019085,61.019085,1013800,USD,generated deterministic fixture
2023-07-14,61.089936,61.489936,60.889936,61.189936,61.189936,1013900,USD,generated deterministic fixture
2023-07-17,61.260209,61.660209,61.060209,61.360209,61.360209,1014000,USD,generated deterministic fixture
2023-07-18,61.429158,61.829158,61.229158,61.529158,61.529158,1014100,USD,generated deterministic fixture
2023-07-19,61.596050,61.996050,61.396050,61.696050,61.696050,1014200,USD,generated deterministic fixture
2023-07-20,61.760167,62.160167,61.560167,61.860167,61.860167,1014300,USD,generated deterministic fixture
2023-07-21,61.920814,62.320814,61.720814,62.020814,62.020814,1014400,USD,generated deterministic fixture
2023-07-24,62.077324,62.477324,61.877324,62.177324,62.177324,1014500,USD,generated deterministic fixture
2023-07-25,62.229066,62.629066,62.029066,62.329066,62.329066,1014600,USD,generated deterministic fixture
2023-07-26,62.375448,62.775448,62.175448,62.475448,62.475448,1014700,USD,generated deterministic fixture
2023-07-27,62.515922,62.915922,62.315922,62.615922,62.615922,1014800,USD,generated deterministic fixture
2023-07-28,62.649987,63.049987,62.449987,62.749987,62.749987,1014900,USD,generated deterministic fixture
2023-07-31,62.777197,63.177197,62.577197,62.877197,62.877197,1015000,USD,generated deterministic fixture
2023-08-01,62.897163,63.297163,62.697163,62.997163,62.997163,1015100,USD,generated deterministic fixture
2023-08-02,63.009554,63.409554,62.809554,63.109554,63.109554,1015200,USD,generated deterministic fixture
2023-08-03,63.114103,63.514103,62.914103,63.214103,63.214103,1015300,USD,generated deterministic fixture
2023-08-04,63.210607,63.610607,63.010607,63.310607,63.310607,1015400,USD,generated deterministic fixture
2023-08-07,63.298930,63.698930,63.098930,63.398930,63.398930,1015500,USD,generated deterministic fixture
2023-08-08,63.379003,63.779003,63.179003,63.479003,63.479003,1015600,USD,generated deterministic fixture
2023-08-09,63.450826,63.850826,63.250826,63.550826,63.550826,1015700,USD,generated deterministic fixture
2023-08-10,63.514465,63.914465,63.314465,63.614465,63.614465,1015800,USD,generated deterministic fixture
2023-08-11,63.570057,63.970057,63.370057,63.670057,63.670057,1015900,USD,generated deterministic fixture
2023-08-14,63.617802,64.017802,63.417802,63.717802,63.717802,1016000,USD,generated deterministic fixture
2023-08-15,63.657967,64.057967,63.457967,63.757967,63.757967,1016100,USD,generated deterministic fixture
2023-08-16,63.690882,64.090882,63.490882,63.790882,63.790882,1016200,USD,generated deterministic fixture
2023-08-17,63.716934,64.116934,63.516934,63.816934,63.816934,1016300,USD,generated deterministic fixture
2023-08-18,63.736570,64.136570,63.536570,63.836570,63.836570,1016400,USD,generated deterministic fixture
2023-08-21,63.750288,64.150288,63.550288,63.850288,63.850288,1016500,USD,generated deterministic fixture
2023-08-22,63.758635,64.158635,63.558635,63.858635,63.858635,1016600,USD,generated deterministic fixture
2023-08-23,63.762204,64.162204,63.562204,63.862204,63.862204,1016700,USD,generated deterministic fixture
2023-08-24,63.761624,64.161624,63.561624,63.861624,63.861624,1016800,USD,generated deterministic fixture
2023-08-25,63.757563,64.157563,63.557563,63.857563,63.857563,1016900,USD,generated deterministic fixture
2023-08-28,63.750714,64.150714,63.550714,63.850714,63.850714,1017000,USD,generated deterministic fixture
2023-08-29,63.741794,64.141794,63.541794,63.841794,63.841794,1017100,USD,generated deterministic fixture
2023-08-30,63.731538,64.131538,63.531538,63.831538,63.831538,1017200,USD,generated deterministic fixture
2023-08-31,63.720692,64.120692,63.520692,63.820692,63.820692,1017300,USD,generated deterministic fixture
2023-09-01,63.710004,64.110004,63.510004,63.810004,63.810004,1017400,USD,generated deterministic fixture
2023-09-04,63.700226,64.100226,63.500226,63.800226,63.800226,1017500,USD,generated deterministic fixture
2023-09-05,63.692097,64.092097,63.492097,63.792097,63.792097,1017600,USD,generated deterministic fixture
2023-09-06,63.686345,64.086345,63.486345,63.786345,63.786345,1017700,USD,generated deterministic fixture
2023-09-07,63.683680,64.083680,63.483680,63.783680,63.783680,1017800,USD,generated deterministic fixture
2023-09-08,63.684784,64.084784,63.484784,63.784784,63.784784,1017900,USD,generated deterministic fixture
2023-09-11,63.690307,64.090307,63.490307,63.790307,63.790307,1018000,USD,generated deterministic fixture
2023-09-12,63.700866,64.100866,63.500866,63.800866,63.800866,1018100,USD,generated deterministic fixture
2023-09-13,63.717034,64.117034,63.517034,63.817034,63.817034,1018200,USD,generated deterministic fixture
2023-09-14,63.739337,64.139337,63.539337,63.839337,63.839337,1018300,USD,generated deterministic fixture
2023-09-15,63.768254,64.168254,63.568254,63.868254,63.868254,1018400,USD,generated deterministic fixture
2023-09-18,63.804204,64.204204,63.604204,63.904204,63.904204,1018500,USD,generated deterministic fixture
2023-09-19,63.847553,64.247553,63.647553,63.947553,63.947553,1018600,USD,generated deterministic fixture
2023-09-20,63.898603,64.298603,63.698603,63.998603,63.998603,1018700,USD,generated deterministic fixture
2023-09-21,63.957592,64.357592,63.757592,64.057592,64.057592,1018800,USD,generated deterministic fixture
2023-09-22,64.024695,64.424695,63.824695,64.124695,64.124695,1018900,USD,generated deterministic fixture
2023-09-25,64.100018,64.500018,63.900018,64.200018,64.200018,1019000,USD,generated deterministic fixture
2023-09-26,64.183600,64.583600,63.983600,64.283600,64.283600,1019100,USD,generated deterministic fixture
2023-09-27,64.275411,64.675411,64.075411,64.375411,64.375411,1019200,USD,generated deterministic fixture
2023-09-28,64.375353,64.775353,64.175353,64.475353,64.475353,1019300,USD,generated deterministic fixture
2023-09-29,64.483262,64.883262,64.283262,64.583262,64.583262,1019400,USD,generated deterministic fixture
2023-10-02,64.598907,64.998907,64.398907,64.698907,64.698907,1019500,USD,generated deterministic fixture
2023-10-03,64.721994,65.121994,64.521994,64.821994,64.821994,1019600,USD,generated deterministic fixture
2023-10-04,64.852168,65.252168,64.652168,64.952168,64.952168,1019700,USD,generated deterministic fixture
2023-10-05,64.989013,65.389013,64.789013,65.089013,65.089013,1019800,USD,generated deterministic fixture
2023-10-06,65.132060,65.532060,64.932060,65.232060,65.232060,1019900,USD,generated deterministic fixture
2023-10-09,65.280789,65.680789,65.080789,65.380789,65.380789,1020000,USD,generated deterministic fixture
2023-10-10,65.434632,65.834632,65.234632,65.534632,65.534632,1020100,USD,generated deterministic fixture
2023-10-11,65.592978,65.992978,65.392978,65.692978,65.692978,1020200,USD,generated deterministic fixture
2023-10-12,65.755182,66.155182,65.555182,65.855182,65.855182,1020300,USD,generated deterministic fixture
2023-10-13,65.920564,66.320564,65.720564,66.020564,66.020564,1020400,USD,generated deterministic fixture
2023-10-16,66.088419,66.488419,65.888419,66.188419,66.188419,1020500,USD,generated deterministic fixture
2023-10-17,66.258021,66.658021,66.058021,66.358021,66.358021,1020600,USD,generated deterministic fixture
2023-10-18,66.428631,66.828631,66.228631,66.528631,66.528631,1020700,USD,generated deterministic fixture
2023-10-19,66.599500,66.999500,66.399500,66.699500,66.699500,1020800,USD,generated deterministic fixture
2023-10-20,66.769877,67.169877,66.569877,66.869877,66.869877,1020900,USD,generated deterministic fixture
2023-10-23,66.939017,67.339017,66.739017,67.039017,67.039017,1021000,USD,generated deterministic fixture
2023-10-24,67.106182,67.506182,66.906182,67.206182,67.206182,1021100,USD,generated deterministic fixture
2023-10-25,67.270654,67.670654,67.070654,67.370654,67.370654,1021200,USD,generated deterministic fixture
2023-10-26,67.431734,67.831734,67.231734,67.531734,67.531734,1021300,USD,generated deterministic fixture
2023-10-27,67.588753,67.988753,67.388753,67.688753,67.688753,1021400,USD,generated deterministic fixture
2023-10-30,67.741075,68.141075,67.541075,67.841075,67.841075,1021500,USD,generated deterministic fixture
2023-10-31,67.888103,68.288103,67.688103,67.988103,67.988103,1021600,USD,generated deterministic fixture
2023-11-01,68.029282,68.429282,67.829282,68.129282,68.129282,1021700,USD,generated deterministic fixture
2023-11-02,68.164108,68.564108,67.964108,68.264108,68.264108,1021800,USD,generated deterministic fixture
2023-11-03,68.292128,68.692128,68.092128,68.392128,68.392128,1021900,USD,generated deterministic fixture
2023-11-06,68.412945,68.812945,68.212945,68.512945,68.512945,1022000,USD,generated deterministic fixture
2023-11-07,68.526223,68.926223,68.326223,68.626223,68.626223,1022100,USD,generated deterministic fixture
2023-11-08,68.631685,69.031685,68.431685,68.731685,68.731685,1022200,USD,generated deterministic fixture
2023-11-09,68.729123,69.129123,68.529123,68.829123,68.829123,1022300,USD,generated deterministic fixture
2023-11-10,68.818392,69.218392,68.618392,68.918392,68.918392,1022400,USD,generated deterministic fixture
2023-11-13,68.899415,69.299415,68.699415,68.999415,68.999415,1022500,USD,generated deterministic fixture
2023-11-14,68.972185,69.372185,68.772185,69.072185,69.072185,1022600,USD,generated deterministic fixture
2023-11-15,69.036760,69.436760,68.836760,69.136760,69.136760,1022700,USD,generated deterministic fixture
2023-11-16,69.093268,69.493268,68.893268,69.193268,69.193268,1022800,USD,generated deterministic fixture
2023-11-17,69.141904,69.541904,68.941904,69.241904,69.241904,1022900,USD,generated deterministic fixture
2023-11-20,69.182926,69.582926,68.982926,69.282926,69.282926,1023000,USD,generated deterministic fixture
2023-11-21,69.216656,69.616656,69.016656,69.316656,69.316656,1023100,USD,generated deterministic fixture
2023-11-22,69.243476,69.643476,69.043476,69.343476,69.343476,1023200,USD,generated deterministic fixture
2023-11-23,69.263825,69.663825,69.063825,69.363825,69.363825,1023300,USD,generated deterministic fixture
2023-11-24,69.278197,69.678197,69.078197,69.378197,69.378197,1023400,USD,generated deterministic fixture
2023-11-27,69.287133,69.687133,69.087133,69.387133,69.387133,1023500,USD,generated deterministic fixture
2023-11-28,69.291219,69.691219,69.091219,69.391219,69.391219,1023600,USD,generated deterministic fixture
2023-11-29,69.291084,69.691084,69.091084,69.391084,69.391084,1023700,USD,generated deterministic fixture
2023-11-30,69.287389,69.687389,69.087389,69.387389,69.387389,1023800,USD,generated deterministic fixture
2023-12-01,69.280824,69.680824,69.080824,69.380824,69.380824,1023900,USD,generated deterministic fixture
2023-12-04,69.272106,69.672106,69.072106,69.372106,69.372106,1024000,USD,generated deterministic fixture
2023-12-05,69.261966,69.661966,69.061966,69.361966,69.361966,1024100,USD,generated deterministic fixture
2023-12-06,69.251149,69.651149,69.051149,69.351149,69.351149,1024200,USD,generated deterministic fixture
2023-12-07,69.240405,69.640405,69.040405,69.340405,69.340405,1024300,USD,generated deterministic fixture
2023-12-08,69.230484,69.630484,69.030484,69.330484,69.330484,1024400,USD,generated deterministic fixture
2023-12-11,69.222127,69.622127,69.022127,69.322127,69.322127,1024500,USD,generated deterministic fixture
2023-12-12,69.216066,69.616066,69.016066,69.316066,69.316066,1024600,USD,generated deterministic fixture
2023-12-13,69.213011,69.613011,69.013011,69.313011,69.313011,1024700,USD,generated deterministic fixture
2023-12-14,69.213647,69.613647,69.013647,69.313647,69.313647,1024800,USD,generated deterministic fixture
2023-12-15,69.218630,69.618630,69.018630,69.318630,69.318630,1024900,USD,generated deterministic fixture
2023-12-18,69.228579,69.628579,69.028579,69.328579,69.328579,1025000,USD,generated deterministic fixture
2023-12-19,69.244074,69.644074,69.044074,69.344074,69.344074,1025100,USD,generated deterministic fixture
2023-12-20,69.265647,69.665647,69.065647,69.365647,69.365647,1025200,USD,generated deterministic fixture
2023-12-21,69.293780,69.693780,69.093780,69.393780,69.393780,1025300,USD,generated deterministic fixture
2023-12-22,69.328901,69.728901,69.128901,69.428901,69.428901,1025400,USD,generated deterministic fixture
2023-12-25,69.371382,69.771382,69.171382,69.471382,69.471382,1025500,USD,generated deterministic fixture
2023-12-26,69.421533,69.821533,69.221533,69.521533,69.521533,1025600,USD,generated deterministic fixture
2023-12-27,69.479599,69.879599,69.279599,69.579599,69.579599,1025700,USD,generated deterministic fixture
2023-12-28,69.545762,69.945762,69.345762,69.645762,69.645762,1025800,USD,generated deterministic fixture
2023-12-29,69.620136,70.020136,69.420136,69.720136,69.720136,1025900,USD,generated deterministic fixture
2024-01-01,69.702768,70.102768,69.502768,69.802768,69.802768,1026000,USD,generated deterministic fixture
2024-01-02,69.793636,70.193636,69.593636,69.893636,69.893636,1026100,USD,generated deterministic fixture
2024-01-03,69.892649,70.292649,69.692649,69.992649,69.992649,1026200,USD,generated deterministic fixture
2024-01-04,69.999652,70.399652,69.799652,70.099652,70.099652,1026300,USD,generated deterministic fixture
2024-01-05,70.114422,70.514422,69.914422,70.214422,70.214422,1026400,USD,generated deterministic fixture
2024-01-08,70.236670,70.636670,70.036670,70.336670,70.336670,1026500,USD,generated deterministic fixture
2024-01-09,70.366048,70.766048,70.166048,70.466048,70.466048,1026600,USD,generated deterministic fixture
2024-01-10,70.502148,70.902148,70.302148,70.602148,70.602148,1026700,USD,generated deterministic fixture
2024-01-11,70.644508,71.044508,70.444508,70.744508,70.744508,1026800,USD,generated deterministic fixture
2024-01-12,70.792611,71.192611,70.592611,70.892611,70.892611,1026900,USD,generated deterministic fixture
2024-01-15,70.945896,71.345896,70.745896,71.045896,71.045896,1027000,USD,generated deterministic fixture
2024-01-16,71.103757,71.503757,70.903757,71.203757,71.203757,1027100,USD,generated deterministic fixture
2024-01-17,71.265551,71.665551,71.065551,71.365551,71.365551,1027200,USD,generated deterministic fixture
2024-01-18,71.430602,71.830602,71.230602,71.530602,71.530602,1027300,USD,generated deterministic fixture
2024-01-19,71.598210,71.998210,71.398210,71.698210,71.698210,1027400,USD,generated deterministic fixture
2024-01-22,71.767648,72.167648,71.567648,71.867648,71.867648,1027500,USD,generated deterministic fixture
2024-01-23,71.938180,72.338180,71.738180,72.038180,72.038180,1027600,USD,generated deterministic fixture
2024-01-24,72.109057,72.509057,71.909057,72.209057,72.209057,1027700,USD,generated deterministic fixture
2024-01-25,72.279529,72.679529,72.079529,72.379529,72.379529,1027800,USD,generated deterministic fixture
2024-01-26,72.448849,72.848849,72.248849,72.548849,72.548849,1027900,USD,generated deterministic fixture
2024-01-29,72.616279,73.016279,72.416279,72.716279,72.716279,1028000,USD,generated deterministic fixture
2024-01-30,72.781096,73.181096,72.581096,72.881096,72.881096,1028100,USD,generated deterministic fixture
2024-01-31,72.942601,73.342601,72.742601,73.042601,73.042601,1028200,USD,generated deterministic fixture
2024-02-01,73.100121,73.500121,72.900121,73.200121,73.200121,1028300,USD,generated deterministic fixture
